time,S,R,T
14.6,387290.553686453,81364.2370590916,468654.790745544
14.8,387393.950178146,81387.7250692089,468781.675247355
15,387489.390945988,81409.4065834632,468898.797529451
15.2,387579.177476202,81429.7925861362,469008.970062339
15.4,387662.902521271,81448.7923228452,469111.694844116
15.6,387723.806335667,81462.6823712379,469186.488706905
15.8,387776.100558956,81474.6195274182,469250.720086374
16,387820.827008474,81484.8349432639,469305.661951737
16.2,387859.027501555,81493.5597706528,469352.587272208
16.4,387891.743855537,81501.0251614627,469392.769017
16.6,387920.017887755,81507.4622675715,469427.480155326
16.8,387948.665353464,81513.9466981895,469462.612051654
17,387977.566077519,81520.4555019969,469498.021579516
17.2,388001.603439078,81525.8456502309,469527.449089309
17.4,388020.777438141,81530.1171428914,469550.894581033
17.6,388035.088074709,81533.2699799785,469568.358054688
17.8,388044.535348782,81535.3041614922,469579.839510274
18,388049.119260359,81536.2196874325,469585.338947791
18.2,388048.83980944,81536.0165577993,469584.856367239
18.4,388043.696996026,81534.6947725928,469578.391768619
18.6,388033.690820116,81532.2543318128,469565.945151929
18.8,388029.887756874,81531.2319378846,469561.119694758
19,388032.345958819,81531.6409207653,469563.986879584
19.2,388033.631278538,81531.7771949627,469565.4084735
19.4,388033.74371603,81531.6407604767,469565.384476506
19.6,388032.683271295,81531.2316173074,469563.914888602
19.8,388030.449944333,81530.5497654548,469560.999709788
20,388027.043735145,81529.5952049188,469556.638940064
20.2,388022.46464373,81528.3679356995,469550.83257943
20.4,388016.712670089,81526.8679577968,469543.580627886
20.6,388009.787814221,81525.0952712108,469534.883085431
20.8,388006.599866047,81524.2052770262,469530.805143073
21,388005.523975155,81523.8156057408,469529.339580896
21.2,388004.611048369,81523.4675851085,469528.078633477
21.4,388003.861085688,81523.1612151291,469527.022300817
21.6,388003.274087113,81522.8964958029,469526.170582916
21.8,388002.850052643,81522.6734271296,469525.523479773
22,388002.588982279,81522.4920091094,469525.080991388
22.2,388002.49087602,81522.3522417422,469524.843117762
22.4,388002.555733867,81522.2541250281,469524.809858895
22.6,388002.783555819,81522.197658967,469524.981214786
22.8,388003.424079958,81522.2566915056,469525.680771463
23,388004.335596688,81522.3893188917,469526.724915579
23.2,388005.467266152,81522.5805076992,469528.047773852
23.4,388006.819088352,81522.8302579283,469529.649346281
23.6,388008.391063287,81523.1385695788,469531.529632866
23.8,388010.183190957,81523.5054426509,469533.688633608
24,388012.195471363,81523.9308771444,469536.126348507
24.2,388014.427904503,81524.4148730594,469538.842777562
24.4,388016.880490378,81524.9574303959,469541.837920774
24.6,388019.553228988,81525.5585491539,469545.111778142
24.8,388021.95158661,81526.0964563255,469548.048042936
25,388024.182171764,81526.5974029822,469550.779574746
