time,S,R,T
10.2,158016.02942891,264868.374611616,422884.404040526
10.4,148971.419898388,272838.006497063,421809.426395451
10.6,140042.031972239,280813.776018583,420855.807990822
10.8,131266.064142627,288778.22832113,420044.292463757
11,122682.000684418,296712.757556056,419394.758240475
11.2,114320.184499237,304596.997529118,418917.182028355
11.4,106211.932806235,312409.327133597,418621.259939831
11.6,98386.1860433844,320126.684543614,418512.870586999
11.8,90867.8619010173,327724.475951058,418592.337852076
12,83668.4409787358,335182.700102213,418851.141080948
12.2,76803.8515108173,342475.483683085,419279.335193902
12.4,70287.2899229827,349575.28211675,419862.572039733
12.6,64126.5940651128,356454.416523349,420581.010588461
12.8,58325.9948578231,363100.041236009,421426.036093833
13,52886.0490255761,369486.112850647,422372.161876223
13.2,47803.6682226566,375585.527382556,423389.195605213
13.4,43072.1267967278,381373.355437189,424445.482233916
13.6,38691.9462583217,386844.588783368,425536.53504169
13.8,34651.4470967488,391978.106377411,426629.55347416
14,30935.7440551479,396753.340984683,427689.085039831
14.2,27528.4181467907,401153.377124111,428681.795270901
14.4,24426.52987453,405177.773366883,429604.303241413
14.6,21610.6000824448,408814.164672504,430424.764754949
14.8,19059.326000675,412052.183546412,431111.509547087
15,16751.3330967201,414885.117265024,431636.450361744
15.2,14678.2262300409,417318.217385128,431996.443615169
15.4,12821.9647313191,419353.320866132,432175.285597451
15.6,11163.3920774842,420994.647961292,432158.040038776
15.8,9690.60065552242,422245.511204041,431936.111859563
16,8386.89286921198,423115.582522901,431502.475392113
16.2,7236.92548879271,423615.80475591,430852.730244703
16.4,6227.24402967679,423750.003798401,429977.247828078
16.6,5343.40936475098,423532.234120821,428875.643485572
16.8,4571.9950519328,422974.842920736,427546.837972669
17,3901.97599831778,422086.558154376,425988.534152694
17.2,3320.94481388736,420882.052590226,424202.997404114
17.4,2818.1498544283,419374.8583786,422193.008233029
17.6,2385.4362551685,417577.079442415,419962.515697584
17.8,2013.40604629447,415503.936213424,417517.342259718
18,1694.35304016291,413169.653496122,414864.006536285
18.2,1421.85622696704,410586.985114288,412008.841341255
18.4,1189.90657278127,407771.429966377,408961.336539158
18.6,993.197349184164,404736.927188313,405730.124537497
18.8,826.672215277033,401495.853191618,402322.525406895
19,686.697015475058,398062.351689251,398749.048704726
19.2,569.066064099641,394448.457062013,395017.523126113
19.4,470.61541140033,390666.424882254,391137.040293654
19.6,388.291381396312,386727.994836417,387116.286217813
19.8,319.585893856968,382644.401044083,382963.98693794
20,262.333169648016,378426.615638409,378688.948808057
20.2,214.795650783688,374085.105852391,374299.901503174
20.4,175.342029820382,369629.825299349,369805.16732917
20.6,142.843776575381,365070.364095851,365213.207872426
20.8,116.098444197767,360415.71134307,360531.809787268
21,94.1918241018194,355674.424610145,355768.616434247
21.2,76.2472350627398,350854.594604875,350930.841839938
21.4,61.5739060256698,345963.911619065,346025.48552509
21.6,49.5976944199132,341009.653515274,341059.251209694
21.8,39.844345857958,335998.748302917,336038.592648775
22,31.9316602994643,330937.729465438,330969.661125738
22.2,25.5369774612606,325832.788963911,325858.325941373
22.4,20.374389251926,320689.791679777,320710.166069029
22.6,16.2285373499513,315514.259575898,315530.488113248
22.8,12.8970820350902,310311.444740133,310324.341822168
23,10.2270517275423,305086.308140226,305096.535191953
23.2,8.08965857337313,299843.557912209,299851.647570783
23.4,6.38321478173762,294587.654835043,294594.038049825
23.6,5.02478703088443,289322.833760165,289327.858547196
23.8,3.94678263574616,284053.109732144,284057.05651478
24,3.09440602430873,278782.296836627,278785.391242652
24.2,2.42068534210102,273514.02049654,273516.441181883
24.4,1.88913187756366,268251.730945354,268253.620077232
24.6,1.47045265783132,262998.715005387,263000.185458045
24.8,1.14170662546445,257758.107593983,257759.249300609
25,0.884611673087431,252532.901141288,252533.785752961
