time,S,R,T
22,1271.10275155261,789259.022391676,790530.125143229
22.2,1085.15185064126,788181.948510852,789267.100361493
22.4,924.735673517315,786953.950672307,787878.686345825
22.6,786.797637606268,785586.676692337,786373.474329943
22.8,668.241098512612,784090.894712087,784759.1358106
23,566.583692059673,782476.70152656,783043.28521862
23.2,479.754881910789,780753.531968146,781233.286850057
23.4,405.433842066821,778930.209399038,779335.643241105
23.6,342.191734201821,777014.740474653,777356.932208855
23.8,288.439295527472,775014.718127835,775303.157423362
24,242.772931334177,772937.149583193,773179.922514527
24.2,204.047716428021,770788.520383372,770992.5680998
24.4,171.225079845503,768574.863947877,768746.089027722
24.6,143.445278785774,766301.706179337,766445.151458123
24.8,119.969573018637,763974.174392543,764094.143965562
25,100.213040677614,761596.887842036,761697.100882713
