time,S,R,T
12.6,949270.946796043,160437.235631941,1109708.18242798
12.8,949641.300390984,160487.878586038,1110129.17897702
13,949980.337795334,160534.246800284,1110514.58459562
13.2,950273.041459465,160574.235974356,1110847.27743382
13.4,950512.29733992,160606.850536323,1111119.14787624
13.6,950721.864462711,160635.425884323,1111357.29034703
13.8,950909.423156396,160661.041846879,1111570.46500327
14,951067.219727239,160682.663172422,1111749.88289966
14.2,951191.872616235,160699.853767201,1111891.72638344
14.4,951294.750436659,160714.198902678,1112008.94933934
14.6,951379.439625856,160726.217380078,1112105.65700593
14.8,951470.236079652,160739.27526335,1112209.511343
15,951561.094946542,160752.498953908,1112313.59390045
15.2,951636.831269908,160763.786398003,1112400.61766791
15.4,951697.44504975,160773.137595635,1112470.58264538
15.6,951742.936286068,160780.552546804,1112523.48883287
15.8,951773.304978863,160786.03125151,1112559.33623037
16,951788.551128133,160789.573709753,1112578.12483789
16.2,951788.67473388,160791.179921534,1112579.85465541
16.4,951773.675796103,160790.849886851,1112564.52568295
16.6,951774.225951014,160792.529578235,1112566.75552925
16.8,951788.422809242,160795.974249167,1112584.39705841
17,951798.124182499,160798.84986777,1112596.97405027
17.2,951803.330070785,160801.156434044,1112604.48650483
17.4,951804.040474102,160802.89394799,1112606.93442209
17.6,951800.255392447,160804.062409608,1112604.31780206
17.8,951791.974825823,160804.661818897,1112596.63664472
18,951779.198774228,160804.692175858,1112583.89095009
18.2,951761.927237663,160804.15348049,1112566.08071815
18.4,951754.32327505,160804.696332642,1112559.01960769
18.6,951754.754783972,160806.130522839,1112560.88530681
18.8,951755.448102031,160807.550088177,1112562.99819021
19,951756.403229226,160808.955028658,1112565.35825788
19.2,951757.620165558,160810.34534428,1112567.96550984
19.4,951759.098911026,160811.721035044,1112570.81994607
19.6,951760.83946563,160813.082100951,1112573.92156658
19.8,951762.841829371,160814.428541999,1112577.27037137
20,951765.106002248,160815.760358188,1112580.86636044
20.2,951769.707667392,160817.20975266,1112586.91742005
20.4,951776.303332136,160818.754847888,1112595.05818002
20.6,951783.837280271,160820.328403843,1112604.16568411
20.8,951792.309511797,160821.930420524,1112614.23993232
21,951801.720026714,160823.56089793,1112625.28092464
21.2,951812.068825022,160825.219836063,1112637.28866109
21.4,951823.355906721,160826.907234922,1112650.26314164
21.6,951835.581271811,160828.623094508,1112664.20436632
21.8,951848.744920292,160830.367414819,1112679.11233511
22,951857.18318968,160831.375058551,1112688.55824823
22.2,951862.809519452,160831.985900755,1112694.79542021
22.4,951868.435849224,160832.59674296,1112701.03259218
22.6,951874.062178996,160833.207585164,1112707.26976416
22.8,951879.688508768,160833.818427369,1112713.50693614
23,951885.31483854,160834.429269573,1112719.74410811
23.2,951890.941168312,160835.040111778,1112725.98128009
23.4,951896.567498084,160835.650953982,1112732.21845207
23.6,951902.193827856,160836.261796187,1112738.45562404
23.8,951907.820157628,160836.872638391,1112744.69279602
24,951913.4464874,160837.483480595,1112750.929968
24.2,951919.072817173,160838.0943228,1112757.16713997
24.4,951923.980709745,160838.626220186,1112762.60692993
24.6,951924.993859062,160838.730147249,1112763.72400631
24.8,951926.007008378,160838.834074313,1112764.84108269
25,951927.020157695,160838.938001377,1112765.95815907
